timestamp,hour_of_day,day_of_week,is_weekend,month,season,arrival_rate_base,is_surge,arrival_rate,available_doctors,available_nurses,available_beds,patients_waiting,severity_level,occupancy_percent,waiting_time_minutes,crowding_level,patients_per_bed,staff_total,patients_per_staff,time_period,flow_pattern_type
2024-01-02 02:00:00,2,1,0,1,Winter,10,0,10,3,2,10,5,5,25,32,Moderate,0.45454545454545453,5,0.8333333333333334,Night,Busy Period
2024-01-02 03:00:00,3,1,0,1,Winter,14,0,14,1,3,5,12,5,80,48,Critical,2.0,4,2.4,Night,Peak Demand
2024-01-02 04:00:00,4,1,0,1,Winter,11,0,11,3,5,12,7,2,31,19,Moderate,0.5384615384615384,8,0.7777777777777778,Night,Busy Period
2024-01-02 05:00:00,5,1,0,1,Winter,16,0,16,2,5,13,11,3,47,25,Moderate,0.7857142857142857,7,1.375,Night,Busy Period
2024-01-02 06:00:00,6,1,0,1,Winter,10,0,10,3,6,6,7,5,43,30,Moderate,1.0,9,0.7,Morning,Busy Period
2024-01-02 07:00:00,7,1,0,1,Winter,12,0,12,4,5,19,4,4,13,21,Low,0.2,9,0.4,Morning,Normal Period
2024-01-02 08:00:00,8,1,0,1,Winter,19,0,19,2,8,18,12,5,42,50,High,0.631578947368421,10,1.0909090909090908,Morning,Busy Period
2024-01-02 09:00:00,9,1,0,1,Winter,23,0,23,4,4,16,16,3,61,52,High,0.9411764705882353,8,1.7777777777777777,Morning,Peak Demand
2024-01-02 10:00:00,10,1,0,1,Winter,21,0,21,5,5,16,14,5,53,45,High,0.8235294117647058,10,1.2727272727272727,Morning,Busy Period
2024-01-02 11:00:00,11,1,0,1,Winter,25,0,25,6,6,14,16,5,66,48,High,1.0666666666666667,12,1.2307692307692308,Morning,Peak Demand
2024-01-02 12:00:00,12,1,0,1,Winter,23,0,23,4,6,11,18,1,85,42,Critical,1.5,10,1.6363636363636365,Afternoon,Peak Demand
2024-01-02 13:00:00,13,1,0,1,Winter,18,0,18,2,7,10,17,5,85,57,Critical,1.5454545454545454,9,1.7,Afternoon,Peak Demand
2024-01-02 14:00:00,14,1,0,1,Winter,20,0,20,4,8,11,16,2,76,44,High,1.3333333333333333,12,1.2307692307692308,Afternoon,Peak Demand
2024-01-02 15:00:00,15,1,0,1,Winter,25,0,25,6,9,16,16,2,61,35,High,0.9411764705882353,15,1.0,Afternoon,Peak Demand
2024-01-02 16:00:00,16,1,0,1,Winter,18,0,18,5,5,14,12,4,50,41,High,0.8,10,1.0909090909090908,Afternoon,Busy Period
2024-01-02 17:00:00,17,1,0,1,Winter,26,0,26,3,7,7,22,5,100,91,Critical,2.75,10,2.0,Afternoon,Peak Demand
2024-01-02 18:00:00,18,1,0,1,Winter,33,0,33,2,9,11,31,4,100,108,Critical,2.5833333333333335,11,2.5833333333333335,Evening,Peak Demand
2024-01-02 19:00:00,19,1,0,1,Winter,34,0,34,3,4,17,33,3,100,106,Critical,1.8333333333333333,7,4.125,Evening,Peak Demand
2024-01-02 20:00:00,20,1,0,1,Winter,29,0,29,5,8,6,28,3,100,75,Critical,4.0,13,2.0,Evening,Peak Demand
2024-01-02 21:00:00,21,1,0,1,Winter,26,0,26,4,5,5,26,1,100,74,Critical,4.333333333333333,9,2.6,Evening,Peak Demand
2024-01-02 22:00:00,22,1,0,1,Winter,28,0,28,3,3,18,25,1,89,79,Critical,1.3157894736842106,6,3.5714285714285716,Night,Peak Demand
2024-01-02 23:00:00,23,1,0,1,Winter,14,0,14,3,4,16,13,5,50,51,High,0.7647058823529411,7,1.625,Night,Busy Period
2024-01-03 00:00:00,0,2,0,1,Winter,15,0,15,2,5,7,13,5,76,58,Critical,1.625,7,1.625,Night,Peak Demand
2024-01-03 01:00:00,1,2,0,1,Winter,10,0,10,2,4,12,8,4,36,27,Moderate,0.6153846153846154,6,1.1428571428571428,Night,Busy Period
2024-01-03 02:00:00,2,2,0,1,Winter,8,0,8,1,5,12,6,4,27,28,Moderate,0.46153846153846156,6,0.8571428571428571,Night,Busy Period
2024-01-03 03:00:00,3,2,0,1,Winter,11,0,11,2,5,13,6,5,26,30,Moderate,0.42857142857142855,7,0.75,Night,Busy Period
2024-01-03 04:00:00,4,2,0,1,Winter,9,0,9,3,5,6,5,5,31,26,Moderate,0.7142857142857143,8,0.5555555555555556,Night,Busy Period
2024-01-03 05:00:00,5,2,0,1,Winter,15,0,15,3,3,11,9,1,42,22,Moderate,0.75,6,1.2857142857142858,Night,Busy Period
2024-01-03 06:00:00,6,2,0,1,Winter,11,0,11,2,8,11,8,1,38,16,Moderate,0.6666666666666666,10,0.7272727272727273,Morning,Busy Period
2024-01-03 07:00:00,7,2,0,1,Winter,9,0,9,6,7,5,2,1,13,5,Low,0.3333333333333333,13,0.14285714285714285,Morning,Normal Period
2024-01-03 08:00:00,8,2,0,1,Winter,22,0,22,3,5,5,15,5,100,58,Critical,2.5,8,1.6666666666666667,Morning,Peak Demand
2024-01-03 09:00:00,9,2,0,1,Winter,22,0,22,6,4,9,15,4,78,55,Critical,1.5,10,1.3636363636363635,Morning,Peak Demand
2024-01-03 10:00:00,10,2,0,1,Winter,26,0,26,6,9,18,17,2,60,37,High,0.8947368421052632,15,1.0625,Morning,Peak Demand
2024-01-03 11:00:00,11,2,0,1,Winter,20,0,20,3,7,7,18,2,100,48,Critical,2.25,10,1.6363636363636365,Morning,Peak Demand
2024-01-03 12:00:00,12,2,0,1,Winter,22,0,22,2,8,13,20,4,86,70,Critical,1.4285714285714286,10,1.8181818181818181,Afternoon,Peak Demand
2024-01-03 13:00:00,13,2,0,1,Winter,18,0,18,5,7,15,13,4,52,39,High,0.8125,12,1.0,Afternoon,Busy Period
2024-01-03 14:00:00,14,2,0,1,Winter,26,0,26,4,8,10,20,4,100,54,Critical,1.8181818181818181,12,1.5384615384615385,Afternoon,Peak Demand
2024-01-03 15:00:00,15,2,0,1,Winter,18,0,18,4,9,19,13,1,44,24,Moderate,0.65,13,0.9285714285714286,Afternoon,Busy Period
2024-01-03 16:00:00,16,2,0,1,Winter,26,0,26,6,5,18,16,3,57,49,High,0.8421052631578947,11,1.3333333333333333,Afternoon,Busy Period
2024-01-03 17:00:00,17,2,0,1,Winter,20,0,20,6,6,13,13,5,56,48,High,0.9285714285714286,12,1.0,Afternoon,Busy Period
2024-01-03 18:00:00,18,2,0,1,Winter,38,0,38,4,7,7,31,1,100,95,Critical,3.875,11,2.5833333333333335,Evening,Peak Demand
2024-01-03 19:00:00,19,2,0,1,Winter,39,0,39,3,8,18,37,2,100,110,Critical,1.9473684210526316,11,3.0833333333333335,Evening,Peak Demand
2024-01-03 20:00:00,20,2,0,1,Winter,39,0,39,5,8,9,38,5,100,122,Critical,3.8,13,2.7142857142857144,Evening,Peak Demand
2024-01-03 21:00:00,21,2,0,1,Winter,32,0,32,4,4,19,31,4,100,100,Critical,1.55,8,3.4444444444444446,Evening,Peak Demand
2024-01-03 22:00:00,22,2,0,1,Winter,38,0,38,2,3,6,40,2,100,125,Critical,5.714285714285714,5,6.666666666666667,Night,Peak Demand
2024-01-03 23:00:00,23,2,0,1,Winter,14,0,14,1,2,7,22,4,100,81,Critical,2.75,3,5.5,Night,Peak Demand
2024-01-04 00:00:00,0,3,0,1,Winter,16,0,16,2,5,10,16,4,80,60,Critical,1.4545454545454546,7,2.0,Night,Peak Demand
2024-01-04 01:00:00,1,3,0,1,Winter,15,0,15,1,2,13,14,4,60,58,High,1.0,3,3.5,Night,Peak Demand
2024-01-04 02:00:00,2,3,0,1,Winter,12,0,12,2,5,6,11,5,68,40,High,1.5714285714285714,7,1.375,Night,Peak Demand
2024-01-04 03:00:00,3,3,0,1,Winter,9,0,9,3,5,18,4,2,14,8,Low,0.21052631578947367,8,0.4444444444444444,Night,Normal Period
2024-01-04 04:00:00,4,3,0,1,Winter,12,0,12,3,4,10,6,2,30,17,Moderate,0.5454545454545454,7,0.75,Night,Busy Period
2024-01-04 05:00:00,5,3,0,1,Winter,15,0,15,3,4,5,10,4,66,42,High,1.6666666666666667,7,1.25,Night,Peak Demand
2024-01-04 06:00:00,6,3,0,1,Winter,16,0,16,3,6,7,12,1,70,27,High,1.5,9,1.2,Morning,Peak Demand
2024-01-04 07:00:00,7,3,0,1,Winter,16,0,16,6,4,6,9,3,56,23,High,1.2857142857142858,10,0.8181818181818182,Morning,Busy Period
2024-01-04 08:00:00,8,3,0,1,Winter,17,0,17,3,5,18,11,1,39,29,Moderate,0.5789473684210527,8,1.2222222222222223,Morning,Busy Period
2024-01-04 09:00:00,9,3,0,1,Winter,25,0,25,2,9,14,20,5,83,69,Critical,1.3333333333333333,11,1.6666666666666667,Morning,Peak Demand
2024-01-04 10:00:00,10,3,0,1,Winter,23,0,23,5,7,12,18,3,81,51,Critical,1.3846153846153846,12,1.3846153846153846,Morning,Peak Demand
2024-01-04 11:00:00,11,3,0,1,Winter,25,0,25,2,5,18,22,1,78,66,Critical,1.1578947368421053,7,2.75,Morning,Peak Demand
2024-01-04 12:00:00,12,3,0,1,Winter,24,0,24,6,8,9,19,2,100,40,Critical,1.9,14,1.2666666666666666,Afternoon,Peak Demand
2024-01-04 13:00:00,13,3,0,1,Winter,17,0,17,5,9,9,13,1,68,18,High,1.3,14,0.8666666666666667,Afternoon,Peak Demand
2024-01-04 14:00:00,14,3,0,1,Winter,24,0,24,3,5,9,20,4,100,61,Critical,2.0,8,2.2222222222222223,Afternoon,Peak Demand
2024-01-04 15:00:00,15,3,0,1,Winter,24,0,24,4,8,7,21,5,100,64,Critical,2.625,12,1.6153846153846154,Afternoon,Peak Demand
2024-01-04 16:00:00,16,3,0,1,Winter,19,0,19,2,4,6,19,1,100,61,Critical,2.7142857142857144,6,2.7142857142857144,Afternoon,Peak Demand
2024-01-04 17:00:00,17,3,0,1,Winter,17,0,17,5,9,14,12,1,50,22,Moderate,0.8,14,0.8,Afternoon,Busy Period
2024-01-04 18:00:00,18,3,0,1,Winter,32,0,32,3,9,8,27,3,100,78,Critical,3.0,12,2.076923076923077,Evening,Peak Demand
2024-01-04 19:00:00,19,3,0,1,Winter,27,0,27,3,7,14,26,4,100,82,Critical,1.7333333333333334,10,2.3636363636363638,Evening,Peak Demand
2024-01-04 20:00:00,20,3,0,1,Winter,27,0,27,2,6,6,28,3,100,84,Critical,4.0,8,3.111111111111111,Evening,Peak Demand
2024-01-04 21:00:00,21,3,0,1,Winter,25,0,25,4,8,19,22,5,75,74,Critical,1.1,12,1.6923076923076923,Evening,Peak Demand
2024-01-04 22:00:00,22,3,0,1,Winter,35,0,35,2,2,8,34,5,100,125,Critical,3.7777777777777777,4,6.8,Night,Peak Demand
2024-01-04 23:00:00,23,3,0,1,Winter,12,0,12,1,4,16,16,4,61,60,High,0.9411764705882353,5,2.6666666666666665,Night,Peak Demand
2024-01-05 00:00:00,0,4,0,1,Winter,14,0,14,1,2,5,15,3,100,53,Critical,2.5,3,3.75,Night,Peak Demand
2024-01-05 01:00:00,1,4,0,1,Winter,16,0,16,2,5,8,15,4,83,57,Critical,1.6666666666666667,7,1.875,Night,Peak Demand
2024-01-05 02:00:00,2,4,0,1,Winter,14,0,14,1,5,11,13,3,61,39,High,1.0833333333333333,6,1.8571428571428572,Night,Peak Demand
2024-01-05 03:00:00,3,4,0,1,Winter,16,0,16,3,2,7,13,2,76,38,High,1.625,5,2.1666666666666665,Night,Peak Demand
2024-01-05 04:00:00,4,4,0,1,Winter,15,0,15,1,4,13,13,4,56,49,High,0.9285714285714286,5,2.1666666666666665,Night,Busy Period
2024-01-05 05:00:00,5,4,0,1,Winter,9,0,9,1,5,16,7,5,26,38,Moderate,0.4117647058823529,6,1.0,Night,Busy Period
2024-01-05 06:00:00,6,4,0,1,Winter,8,0,8,6,9,15,0,3,0,5,Low,0.0,15,0.0,Morning,Normal Period
2024-01-05 07:00:00,7,4,0,1,Winter,14,0,14,6,9,14,2,2,8,5,Low,0.13333333333333333,15,0.125,Morning,Normal Period
2024-01-05 08:00:00,8,4,0,1,Winter,23,0,23,5,4,9,13,5,68,49,High,1.3,9,1.3,Morning,Peak Demand
2024-01-05 09:00:00,9,4,0,1,Winter,24,0,24,6,4,5,17,3,100,61,Critical,2.8333333333333335,10,1.5454545454545454,Morning,Peak Demand
2024-01-05 10:00:00,10,4,0,1,Winter,21,0,21,4,8,9,17,2,89,38,Critical,1.7,12,1.3076923076923077,Morning,Peak Demand
2024-01-05 11:00:00,11,4,0,1,Winter,19,0,19,3,9,6,17,5,100,61,Critical,2.4285714285714284,12,1.3076923076923077,Morning,Peak Demand
2024-01-05 12:00:00,12,4,0,1,Winter,24,0,24,6,5,9,17,5,89,56,Critical,1.7,11,1.4166666666666667,Afternoon,Peak Demand
2024-01-05 13:00:00,13,4,0,1,Winter,22,0,22,5,6,14,16,2,66,41,High,1.0666666666666667,11,1.3333333333333333,Afternoon,Peak Demand
2024-01-05 14:00:00,14,4,0,1,Winter,19,0,19,6,5,12,12,5,54,36,High,0.9230769230769231,11,1.0,Afternoon,Busy Period
2024-01-05 15:00:00,15,4,0,1,Winter,17,0,17,4,7,5,13,3,86,38,Critical,2.1666666666666665,11,1.0833333333333333,Afternoon,Peak Demand
2024-01-05 16:00:00,16,4,0,1,Winter,19,0,19,2,5,9,16,3,84,58,Critical,1.6,7,2.0,Afternoon,Peak Demand
2024-01-05 17:00:00,17,4,0,1,Winter,21,0,21,4,7,8,17,5,94,64,Critical,1.8888888888888888,11,1.4166666666666667,Afternoon,Peak Demand
2024-01-05 18:00:00,18,4,0,1,Winter,39,0,39,5,4,7,32,1,100,95,Critical,4.0,9,3.2,Evening,Peak Demand
2024-01-05 19:00:00,19,4,0,1,Winter,38,0,38,2,5,8,40,2,100,121,Critical,4.444444444444445,7,5.0,Evening,Peak Demand
2024-01-05 20:00:00,20,4,0,1,Winter,27,0,27,4,7,13,28,1,100,82,Critical,2.0,11,2.3333333333333335,Evening,Peak Demand
2024-01-05 21:00:00,21,4,0,1,Winter,25,0,25,2,4,8,27,3,100,85,Critical,3.0,6,3.857142857142857,Evening,Peak Demand
2024-01-05 22:00:00,22,4,0,1,Winter,29,0,29,3,4,14,27,5,100,91,Critical,1.8,7,3.375,Night,Peak Demand
2024-01-05 23:00:00,23,4,0,1,Winter,14,0,14,2,3,14,15,4,62,55,High,1.0,5,2.5,Night,Peak Demand
2024-01-06 00:00:00,0,5,1,1,Winter,16,0,16,2,3,12,14,4,63,48,High,1.0769230769230769,5,2.3333333333333335,Night,Peak Demand
2024-01-06 01:00:00,1,5,1,1,Winter,19,0,19,1,3,19,16,1,55,49,High,0.8,4,3.2,Night,Busy Period
2024-01-06 02:00:00,2,5,1,1,Winter,15,0,15,2,4,6,14,1,87,42,Critical,2.0,6,2.0,Night,Peak Demand
2024-01-06 03:00:00,3,5,1,1,Winter,16,0,16,1,5,9,15,1,78,58,Critical,1.5,6,2.142857142857143,Night,Peak Demand
2024-01-06 04:00:00,4,5,1,1,Winter,10,0,10,3,3,9,8,3,42,29,Moderate,0.8,6,1.1428571428571428,Night,Busy Period
2024-01-06 05:00:00,5,5,1,1,Winter,15,0,15,1,3,8,13,3,72,54,High,1.4444444444444444,4,2.6,Night,Peak Demand
2024-01-06 06:00:00,6,5,1,1,Winter,14,0,14,4,4,10,9,5,45,33,High,0.8181818181818182,8,1.0,Morning,Busy Period
2024-01-06 07:00:00,7,5,1,1,Winter,14,0,14,6,4,13,5,3,21,13,Low,0.35714285714285715,10,0.45454545454545453,Morning,Normal Period
2024-01-06 08:00:00,8,5,1,1,Winter,26,0,26,5,8,14,16,5,66,44,High,1.0666666666666667,13,1.1428571428571428,Morning,Peak Demand
2024-01-06 09:00:00,9,5,1,1,Winter,26,0,26,2,8,11,23,5,100,73,Critical,1.9166666666666667,10,2.090909090909091,Morning,Peak Demand
2024-01-06 10:00:00,10,5,1,1,Winter,24,0,24,2,7,16,23,1,88,64,Critical,1.3529411764705883,9,2.3,Morning,Peak Demand
2024-01-06 11:00:00,11,5,1,1,Winter,25,0,25,3,7,9,24,4,100,78,Critical,2.4,10,2.1818181818181817,Morning,Peak Demand
2024-01-06 12:00:00,12,5,1,1,Winter,23,0,23,5,9,14,19,1,79,45,Critical,1.2666666666666666,14,1.2666666666666666,Afternoon,Peak Demand
2024-01-06 13:00:00,13,5,1,1,Winter,27,0,27,4,4,12,22,3,100,69,Critical,1.6923076923076923,8,2.4444444444444446,Afternoon,Peak Demand
2024-01-06 14:00:00,14,5,1,1,Winter,23,0,23,2,8,6,23,2,100,73,Critical,3.2857142857142856,10,2.090909090909091,Afternoon,Peak Demand
2024-01-06 15:00:00,15,5,1,1,Winter,28,0,28,3,5,13,26,3,100,85,Critical,1.8571428571428572,8,2.888888888888889,Afternoon,Peak Demand
2024-01-06 16:00:00,16,5,1,1,Winter,28,0,28,5,4,13,24,4,100,68,Critical,1.7142857142857142,9,2.4,Afternoon,Peak Demand
2024-01-06 17:00:00,17,5,1,1,Winter,23,0,23,2,7,15,22,3,88,59,Critical,1.375,9,2.2,Afternoon,Peak Demand
2024-01-06 18:00:00,18,5,1,1,Winter,32,0,32,6,6,15,25,4,100,77,Critical,1.5625,12,1.9230769230769231,Evening,Peak Demand
2024-01-06 19:00:00,19,5,1,1,Winter,41,0,41,2,6,5,41,2,100,127,Critical,6.833333333333333,8,4.555555555555555,Evening,Peak Demand
2024-01-06 20:00:00,20,5,1,1,Winter,41,0,41,2,8,14,44,2,100,133,Critical,2.933333333333333,10,4.0,Evening,Peak Demand
2024-01-06 21:00:00,21,5,1,1,Winter,39,0,39,2,6,17,42,5,100,139,Critical,2.3333333333333335,8,4.666666666666667,Evening,Peak Demand
2024-01-06 22:00:00,22,5,1,1,Winter,39,0,39,2,3,18,41,3,100,132,Critical,2.1578947368421053,5,6.833333333333333,Night,Peak Demand
2024-01-06 23:00:00,23,5,1,1,Winter,13,0,13,3,3,8,19,5,100,60,Critical,2.111111111111111,6,2.7142857142857144,Night,Peak Demand
2024-01-07 00:00:00,0,6,1,1,Winter,18,0,18,2,5,17,16,1,59,44,High,0.8888888888888888,7,2.0,Night,Busy Period
2024-01-07 01:00:00,1,6,1,1,Winter,18,0,18,2,3,14,15,1,62,49,High,1.0,5,2.5,Night,Peak Demand
2024-01-07 02:00:00,2,6,1,1,Winter,17,0,17,1,2,10,16,1,80,46,Critical,1.4545454545454546,3,4.0,Night,Peak Demand
2024-01-07 03:00:00,3,6,1,1,Winter,12,0,12,3,4,13,9,1,39,20,Moderate,0.6428571428571429,7,1.125,Night,Busy Period
2024-01-07 04:00:00,4,6,1,1,Winter,13,0,13,2,4,8,10,1,55,34,High,1.1111111111111112,6,1.4285714285714286,Night,Busy Period
2024-01-07 05:00:00,5,6,1,1,Winter,19,0,19,2,2,19,14,3,48,44,High,0.7,4,2.8,Night,Busy Period
2024-01-07 06:00:00,6,6,1,1,Winter,19,0,19,6,9,17,10,5,37,31,Moderate,0.5555555555555556,15,0.625,Morning,Busy Period
2024-01-07 07:00:00,7,6,1,1,Winter,15,0,15,2,8,9,12,5,63,42,High,1.2,10,1.0909090909090908,Morning,Peak Demand
2024-01-07 08:00:00,8,6,1,1,Winter,28,0,28,3,6,16,22,4,84,71,Critical,1.2941176470588236,9,2.2,Morning,Peak Demand
2024-01-07 09:00:00,9,6,1,1,Winter,22,0,22,3,5,14,20,1,83,52,Critical,1.3333333333333333,8,2.2222222222222223,Morning,Peak Demand
2024-01-07 10:00:00,10,6,1,1,Winter,26,0,26,5,9,6,22,2,100,60,Critical,3.142857142857143,14,1.4666666666666666,Morning,Peak Demand
2024-01-07 11:00:00,11,6,1,1,Winter,25,0,25,4,9,9,22,4,100,64,Critical,2.2,13,1.5714285714285714,Morning,Peak Demand
2024-01-07 12:00:00,12,6,1,1,Winter,27,0,27,4,9,17,22,4,81,61,Critical,1.2222222222222223,13,1.5714285714285714,Afternoon,Peak Demand
2024-01-07 13:00:00,13,6,1,1,Winter,28,0,28,6,5,6,23,3,100,62,Critical,3.2857142857142856,11,1.9166666666666667,Afternoon,Peak Demand
2024-01-07 14:00:00,14,6,1,1,Winter,24,0,24,5,4,7,21,4,100,64,Critical,2.625,9,2.1,Afternoon,Peak Demand
2024-01-07 15:00:00,15,6,1,1,Winter,20,0,20,5,7,15,15,2,60,40,High,0.9375,12,1.1538461538461537,Afternoon,Peak Demand
2024-01-07 16:00:00,16,6,1,1,Winter,24,0,24,4,8,11,19,5,90,60,Critical,1.5833333333333333,12,1.4615384615384615,Afternoon,Peak Demand
2024-01-07 17:00:00,17,6,1,1,Winter,29,0,29,2,9,6,28,4,100,89,Critical,4.0,11,2.3333333333333335,Afternoon,Peak Demand
2024-01-07 18:00:00,18,6,1,1,Winter,41,0,41,2,4,14,40,3,100,129,Critical,2.6666666666666665,6,5.714285714285714,Evening,Peak Demand
2024-01-07 19:00:00,19,6,1,1,Winter,37,0,37,2,9,10,40,1,100,112,Critical,3.6363636363636362,11,3.3333333333333335,Evening,Peak Demand
2024-01-07 20:00:00,20,6,1,1,Winter,41,0,41,5,7,18,39,2,100,111,Critical,2.0526315789473686,12,3.0,Evening,Peak Demand
2024-01-07 21:00:00,21,6,1,1,Winter,37,0,37,3,5,7,40,1,100,112,Critical,5.0,8,4.444444444444445,Evening,Peak Demand
2024-01-07 22:00:00,22,6,1,1,Winter,35,0,35,3,5,10,37,4,100,116,Critical,3.3636363636363638,8,4.111111111111111,Night,Peak Demand
2024-01-07 23:00:00,23,6,1,1,Winter,20,0,20,3,2,5,24,5,100,81,Critical,4.0,5,4.0,Night,Peak Demand
2024-01-08 00:00:00,0,0,0,1,Winter,16,0,16,2,4,13,16,3,69,60,Critical,1.1428571428571428,6,2.2857142857142856,Night,Peak Demand
2024-01-08 01:00:00,1,0,0,1,Winter,11,0,11,1,5,5,12,2,80,36,High,2.0,6,1.7142857142857142,Night,Peak Demand
2024-01-08 02:00:00,2,0,0,1,Winter,8,0,8,1,4,17,6,5,22,27,Moderate,0.3333333333333333,5,1.0,Night,Normal Period
2024-01-08 03:00:00,3,0,0,1,Winter,8,0,8,1,5,13,5,2,21,20,Moderate,0.35714285714285715,6,0.7142857142857143,Night,Normal Period
2024-01-08 04:00:00,4,0,0,1,Winter,11,0,11,2,2,5,8,3,53,36,High,1.3333333333333333,4,1.6,Night,Busy Period
2024-01-08 05:00:00,5,0,0,1,Winter,14,0,14,3,2,5,10,3,66,31,High,1.6666666666666667,5,1.6666666666666667,Night,Peak Demand
2024-01-08 06:00:00,6,0,0,1,Winter,9,0,9,5,7,9,3,4,15,13,Low,0.3,12,0.23076923076923078,Morning,Normal Period
2024-01-08 07:00:00,7,0,0,1,Winter,10,0,10,4,6,6,4,2,25,6,Low,0.5714285714285714,10,0.36363636363636365,Morning,Busy Period
2024-01-08 08:00:00,8,0,0,1,Winter,17,0,17,4,8,7,10,4,58,32,High,1.25,12,0.7692307692307693,Morning,Busy Period
2024-01-08 09:00:00,9,0,0,1,Winter,21,0,21,3,4,15,15,2,60,49,High,0.9375,7,1.875,Morning,Peak Demand
2024-01-08 10:00:00,10,0,0,1,Winter,17,0,17,6,8,6,11,2,68,20,High,1.5714285714285714,14,0.7333333333333333,Morning,Peak Demand
2024-01-08 11:00:00,11,0,0,1,Winter,24,0,24,3,7,8,19,1,100,50,Critical,2.111111111111111,10,1.7272727272727273,Morning,Peak Demand
2024-01-08 12:00:00,12,0,0,1,Winter,17,0,17,5,4,17,11,4,40,39,Moderate,0.6111111111111112,9,1.1,Afternoon,Busy Period
